FrogID,Site,Clutch,Sex,BdExposed,ShamExposed,Mass1,SVL1,2WPEwells06/10,2WPEzseDil06/10,2WPEzseCap06/10,2WPEzseUncap06/10,3WPEwells13/10,3WPEzseDil13/10,3WPEzseCap13/10,3WPEzseUncap13/10,4WPEwells20/10,4WPEzseDil20/10,4WPEzseCap20/10,4WPEzseUncap20/10,5WPEwells27/10,5WPEzseDil27/10,5WPEzseCap27/10,5WPEzseUncap27/10,6WPEwells03/11,6WPEzseDil03/11,6WPEzseCap03/11,6WPEzseUncap03/11,7WPEwells10/11,7WPEzseDil10/11,7WPEzseCap10/11,7WPEzseUncap10/11,8WPEwells17/11,8WPEzseDil17/11,8WPEzseCap17/11,8WPEzseUncap17/11,9WPEwells24/11,9WPEzseDil24/11,9WPEzseCap24/11,9WPEzseUncap24/11,10WPEwells01/12,10WPEzseDil01/12,10WPEzseCap01/12,10WPEzseUncap01/12,11WPEwells08/12,11WPEzseDil08/12,11WPEzseCap08/12,11WPEzseUncap08/12,DeathDate,Deathzsewells,DeathzseDil,DeathzseCap,DeathzseUncap,Mass2,DaysSurv,,,
Lva246,Eucumbene,Eucumbene C,male,1,0,3.13,29.3,3,17.14,2857,2857,3,224.73,>16667,37462.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/10/2011,3,17771.03,>16667,2961898,3.1,26,,,
Lva247,Kiandra,Kiandra D,male,1,0,2.91,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/10/2011,3,309.5,>16667,51584,3.31,32,,,
Lva248,Ogilvies,Ogilvies B,female,1,0,5.42,34.5,3,0.96,160,160,3,1020.41,>16667,170102.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/10/2011,3,35820.12,>16667,5970139,4.72,26,,,
Lva249,Kiandra,Kiandra D,female,1,0,5.66,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,7586.55,>16667,1264450,4.58,30,,,
Lva250,Kiandra,Kiandra C,male,1,0,3.16,29.2,3,48.64,8107,8108,3,55.62,9270,9270,3,348.21,>16667,58046.607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/10/2011,3,2519.85,>16667,419983,2.89,31,,,
Lva251,Kiandra,Kiandra D,male,1,0,3.91,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/10/2011,3,1674.67,>16667,279117,4.32,34,,,
Lva252,Ogilvies,Ogilvies C,male,1,0,3.08,28.2,3,32.33,5388,5389,3,164.69,>16667,27453.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,1155.49,>16667,192586,1.99,30,,,
Lva253,Greymare,Greymare D,female,1,0,5.02,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/10/2011,3,8051.26,>16667,1341904,4.04,23,,,
Lva254,Ogilvies,Ogilvies B,female,1,0,4.39,32.1,3,81.25,13542,13544,3,2054.94,>16667,342558.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/10/2011,3,2409.92,>16667,401661,4.36,24,,,
Lva255,Ogilvies,Ogilvies B,female,0,1,4.19,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,0,0,0,0,4.67,Survivor,,,
Lva257,Ogilvies,Ogilvies B,male,1,0,2.35,27.5,3,378.96,>16667,63173,3,582.2,>16667,97052.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/10/2011,3,7512.96,>16667,1252185,2.8,24,,,
Lva258,Ogilvies,Ogilvies A,female,1,0,3.81,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/10/2011,3,13746.09,>16667,2291061,3.28,25,,,
Lva259,Greymare,Greymare B,female,1,0,4.24,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,2036.75,>16667,339465,4.01,30,,,
Lva260,Kiandra,Kiandra B,male,1,0,3.26,29.8,3,111.08,>16667,18517,3,12.15,2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,3.29,548,548,2.75,30,,,
Lva261,Ogilvies,Ogilvies B,female,1,0,4.91,32,3,13.13,2188,2189,3,121.47,>16667,20249.049,3,928.8,>16667,154830.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/10/2011,3,15072.26,>16667,2512094,3.77,36,,,
Lva262,Eucumbene,Eucumbene B,male,1,0,3.18,30.3,3,0.08,13,13,3,368.25,>16667,61387.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/10/2011,3,656.3,>16667,109386,2.95,28,,,
Lva263,Ogilvies,Ogilvies A,male,1,0,3,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/10/2011,3,1665.28,>16667,277552,3.14,23,,,
Lva264,Eucumbene,Eucumbene B,male,1,0,3.13,28.2,3,7.2,1200,1200,3,276.2,>16667,46042.54,3,437.17,>16667,72876.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/10/2011,3,1979.41,>16667,329908,2.4,35,,,
Lva265,Greymare,Greymare C,female,1,0,5.58,35,3,49.45,8242,8243,3,413.74,>16667,68970.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/10/2011,3,601.21,>16667,100204,5.37,28,,,
Lva266,Kiandra,Kiandra B,female,1,0,3.46,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/10/2011,3,426.32,>16667,71055,3.56,41,,,
Lva267,Kiandra,Kiandra B,female,0,1,5.77,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/12/2011,3,70.46,11744,11744,4.72,79,,,
Lva268,Eucumbene,Eucumbene A,female,1,0,3.94,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/10/2011,3,1141.6,>16667,190270,3.25,29,,,
Lva269,Eucumbene,Eucumbene D,female,1,0,2.51,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/10/2011,3,4824.41,>16667,804084,2.1,26,,,
Lva270,Eucumbene,Eucumbene D,male,1,0,3.21,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/10/2011,3,4827.56,>16667,804609,2.56,34,,,
Lva271,Greymare,Greymare C,male,0,1,3.54,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/11/2011,3,80.77,13462,13462,4.01,50,,,
Lva272,Eucumbene,Eucumbene C,female,1,0,1.82,25.6,3,203.8,>16667,33973,3,135.18,>16667,22534.506,3,321.86,>16667,53654.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/10/2011,3,347.21,>16667,57869,1.7,33,,,
Lva273,Kiandra,Kiandra A,male,1,0,3.08,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/10/2011,3,2314.53,>16667,385763,2.57,38,,,
Lva274,Eucumbene,Eucumbene C,female,1,0,1.48,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,404.96,>16667,67495,1.36,30,,,
Lva276,Greymare,Greymare C,male,0,1,3.8,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,0,0,0,0,3.68,Survivor,,,
Lva277,Kiandra,Kiandra D,female,1,0,5.17,34.2,3,0.3,50,50,3,796.39,>16667,132758.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/10/2011,3,14781.64,>16667,2463656,4.99,26,,,
Lva278,Greymare,Greymare A,female,1,0,5.26,32.7,3,4580.01,>16667,763488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/10/2011,3,3607.72,>16667,601299,4.42,21,,,
Lva279,Eucumbene,Eucumbene D,male,1,0,3.61,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/10/2011,3,28114.65,>16667,4685869,3.12,27,,,
Lva281,Ogilvies,Ogilvies B,male,1,0,3.59,29,3,381.87,>16667,63658,3,1317.9,>16667,219693.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/10/2011,3,16891.86,>16667,2815366,3.36,26,,,
Lva282,Ogilvies,Ogilvies B,female,0,1,3.54,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/11/2011,3,2244.25,>16667,374049,3.29,55,,,
Lva284,Ogilvies,Ogilvies A,male,1,0,3.44,29.1,3,12.98,2163,2164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/10/2011,3,3298.07,>16667,549689,3.01,23,,,
Lva285,Eucumbene,Eucumbene A,male,1,0,2.4,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,3765.04,>16667,627519,2.1,30,,,
Lva286,Ogilvies,Ogilvies B,female,1,0,4.47,33.6,3,0.31,52,52,3,209.07,>16667,34851.969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,21135.19,>16667,3522602,3.81,30,,,
Lva287,Greymare,Greymare C,female,1,0,6.17,39.2,3,276.54,>16667,46099,3,313.39,>16667,52242.113,3,2006.95,>16667,334558.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/10/2011,3,3655.99,>16667,609344,4.97,33,,,
Lva288,Ogilvies,Ogilvies B,female,1,0,3.9,34.2,3,23.6,3933,3934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/10/2011,3,14619.99,>16667,2436714,4.01,23,,,
Lva289,Eucumbene,Eucumbene B,male,1,0,1.88,26.4,3,11.43,1905,1905,3,66.29,11049,11049,3,63.33,10555.2111,10555.2111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/10/2011,3,811.96,>16667,135329,1.67,34,,,
Lva290,Greymare,Greymare C,female,1,0,5.64,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/10/2011,3,15188.26,>16667,2531427,5.04,37,,,
Lva293,Eucumbene,Eucumbene D,male,1,0,2.47,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/10/2011,3,2310.99,>16667,385173,2.53,31,,,
Lva294,Kiandra,Kiandra A,male,1,0,2.63,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/10/2011,3,2337.85,>16667,389649,2.82,33,,,
Lva295,Ogilvies,Ogilvies A,male,1,0,1.78,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/10/2011,3,11956.78,>16667,1992837,1.69,23,,,
Lva296,Eucumbene,Eucumbene A,male,1,0,2.26,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/10/2011,3,1120.32,>16667,186724,1.93,36,,,
Lva297,Kiandra,Kiandra C,female,1,0,2.63,27.8,3,3.78,630,630,3,48.91,8152,8152,3,191.68,>16667,31953.056,3,214.04,>16667,35680.468,,,,,,,,,,,,,,,,,,,,,,,,,28/10/2011,3,1104.05,>16667,184012,2.78,38,,,
Lva298,Eucumbene,Eucumbene C,male,1,0,3.67,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/10/2011,3,47.8,7967,7967,3.75,37,,,
Lva299,Eucumbene,Eucumbene C,female,0,1,1.7,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,0,0,0,0,2.42,Survivor,,,
Lva300,Kiandra,Kiandra B,female,1,0,2.47,28.4,3,3.02,503,503,3,88.32,14720,14720,3,303.15,>16667,50535.105,3,675.13,>16667,112544.171,,,,,,,,,,,,,,,,,,,,,,,,,28/10/2011,3,1124.94,>16667,187494,2.18,38,,,
Lva301,Ogilvies,Ogilvies B,male,0,1,2.16,26.8,0,0,0,0,3,0.47,78,78,0,0,0,0,0,0,0,0,3,8.32,1386.6944,1386.6944,3,830.21,>16667,138396.007,3,686.8,>16667,114468.956,,,,,,,,,,,,,21/11/2011,3,11285.94,>16667,1881028,2.34,62,,,
Lva302,Kiandra,Kiandra B,male,1,0,3.94,31.6,3,324.64,>16667,54117,3,167.2,>16667,27872.24,3,209.82,>16667,34976.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/10/2011,3,557.82,>16667,92972,3.7,36,,,
Lva304,Eucumbene,Eucumbene A,female,1,0,2.51,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2011,3,792.01,>16667,132004,2.03,39,,,
Lva305,Greymare,Greymare D,male,1,0,3.28,30,3,2.65,442,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/10/2011,3,7869.21,>16667,1311561,3.3,22,,,
Lva306,Eucumbene,Eucumbene A,female,1,0,4.44,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/10/2011,3,5107.5,>16667,851267,4.04,34,,,
Lva307,Greymare,Greymare C,male,0,1,3.46,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,0,0,0,0,3.49,Survivor,,,
Lva309,Ogilvies,Ogilvies B,male,0,1,2.56,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,0,0,0,0,2.87,Survivor,,,
Lva310,Kiandra,Kiandra C,male,0,1,3.29,31.4,1,0,*0,0,3,0.13,22,22,1,0.016,<3,2.6672,3,0.1,16.667,16.667,3,6.49,1081.6883,1081.6883,3,66.46,11076.8882,11076.8882,3,110.41,>16667,18402.0347,,,,,,,,,,,,,23/11/2011,3,14518.63,>16667,2419820,3.66,64,,,
Lva311,Greymare,Greymare B,male,0,1,2.57,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,0,0,0,0,2.97,Survivor,,,
Lva312,Eucumbene,Eucumbene C,female,1,0,3.9,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/11/2011,3,572.24,>16667,95375,3.08,43,,,
Lva313,Eucumbene,Eucumbene D,female,1,0,6.71,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/10/2011,3,28650.52,>16667,4775182,5.31,29,,,
Lva314,Ogilvies,Ogilvies B,female,0,1,3.67,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/11/2011,3,3998.74,>16667,666470,3.81,55,,,
Lva316,Eucumbene,Eucumbene D,male,1,0,3.28,27,3,0.82,137,137,3,173.78,>16667,28969.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,4675.94,>16667,779339,2.32,30,,,
Lva318,Greymare,Greymare C,male,0,1,4,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/11/2011,3,9051.04,>16667,1508537,4.32,45,,,
Lva319,Eucumbene,Eucumbene A,male,1,0,1.69,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/10/2011,3,6406.28,>16667,1067735,2.17,35,,,
Lva321,Eucumbene,Eucumbene D,male,1,0,2.13,28.2,3,14.65,2442,2442,3,21.63,3605,3605,3,197.2,>16667,32873.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/10/2011,3,1814.55,>16667,302431,1.92,36,,,
Lva322,Ogilvies,Ogilvies A,male,1,0,2.08,26.3,3,102.26,>16667,17047,3,244.35,>16667,40733.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/10/2011,3,2209.54,>16667,368264,2.12,24,,,
Lva323,Ogilvies,Ogilvies B,female,1,0,3.56,33.5,3,0.38,63,63,3,1471.15,>16667,245240.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/10/2011,3,2722.24,>16667,453716,3.79,24,,,
Lva324,Ogilvies,Ogilvies A,female,1,0,3.61,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/10/2011,3,4801.79,>16667,800314,3.8,24,,,
Lva325,Eucumbene,Eucumbene A,male,0,1,1.83,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/11/2011,3,1103.33,>16667,183892,1.94,50,,,
Lva326,Greymare,Greymare B,female,1,0,5.33,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/10/2011,3,5552.63,>16667,925457,5.75,24,,,
Lva327,Eucumbene,Eucumbene C,male,1,0,2.63,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/10/2011,3,1791.13,>16667,298528,2.66,23,,,
Lva328,Eucumbene,Eucumbene C,male,1,0,2.59,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/10/2011,3,477.74,>16667,79625,2.71,26,,,
Lva329,Eucumbene,Eucumbene A,male,0,1,2.79,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,0,0,0,0,3.05,Survivor,,,
Lva330,Kiandra,Kiandra B,male,1,0,3.81,30.9,3,11.54,1923,1924,3,143.06,>16667,23848.102,3,2426,>16667,404414.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/10/2011,3,3979.33,>16667,663235,3.74,32,,,
Lva331,Ogilvies,Ogilvies A,female,1,0,3.43,30.7,3,14.32,2387,2387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/10/2011,3,4974.96,>16667,829177,3.21,23,,,
Lva332,Eucumbene,Eucumbene D,female,1,0,3.27,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/10/2011,3,14047.91,>16667,2341365,2.71,27,,,
Lva333,Ogilvies,Ogilvies C,female,1,0,3.54,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/10/2011,3,4400.53,>16667,733436,3.13,34,,,
Lva334,Greymare,Greymare B,female,0,1,3.77,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,0,0,0,0,4.16,Survivor,,,
Lva335,Ogilvies,Ogilvies B,male,1,0,2.78,27.4,3,274.51,>16667,45761,3,679.84,>16667,113329.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/10/2011,3,8322.47,>16667,1387106,2.5,27,,,
Lva336,Kiandra,Kiandra C,female,1,0,6.41,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/10/2011,3,3985.23,>16667,664218,7.3,31,,,
Lva338,Kiandra,Kiandra A,male,1,0,2.63,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,797.65,>16667,132944,2.34,30,,,
Lva339,Ogilvies,Ogilvies A,male,1,0,4.01,29.5,3,33.91,5652,5653,3,479.11,>16667,79867.637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/10/2011,3,11682.79,>16667,1947171,3.27,25,,,
Lva340,Kiandra,Kiandra D,male,1,0,3.8,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/10/2011,3,9330.06,>16667,1555041,3.78,37,,,
Lva341,Kiandra,Kiandra C,female,1,0,4.07,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,2685.52,>16667,447596,4.11,30,,,
Lva342,Eucumbene,Eucumbene A,male,1,0,1.85,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/10/2011,3,2647.63,>16667,441280,1.8,34,,,
Lva343,Kiandra,Kiandra D,female,0,1,4.59,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,0,0,0,0,5.19,Survivor,,,
Lva344,Greymare,Greymare B,female,1,0,4.29,32.6,3,1.15,192,192,3,58.8,9800,9800,3,347.31,>16667,57896.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/10/2011,3,4242.35,>16667,707072,4.41,32,,,
Lva345,Greymare,Greymare D,male,1,0,4.18,30.7,3,26.07,4345,4346,3,608.69,>16667,101468.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/10/2011,3,3973.3,>16667,662230,3.98,27,,,
Lva346,Eucumbene,Eucumbene A,male,0,1,3.1,28,0,0,0,0,3,0.24,40,40,3,0.07,11.6669,11.6669,3,0.04,6.6668,6.6668,1,0.0067,<2,1.11689,2,0.02,<4,3.334,3,6.09,1015.0203,1015.0203,3,15.04,2506.7168,2506.7168,3,142,>16667,23671.4,,,,,6/12/2011,3,7487.67,>16667,1247970,2.66,77,,,
Lva348,Kiandra,Kiandra D,male,1,0,2.83,28.7,3,0.15,25,25,3,79.57,13262,13262,3,379.61,>16667,63280.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/10/2011,3,273.77,>16667,45629,3.11,32,,,
Lva349,Greymare,Greymare D,male,1,0,4.02,29.9,3,11.03,1838,1839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/10/2011,3,2660.91,>16667,443494,3.99,20,,,
Lva350,Ogilvies,Ogilvies C,female,1,0,3.36,29.8,3,48.03,8005,8007,3,226.25,>16667,37715.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/10/2011,3,3312.41,>16667,552079,3.33,24,,,
Lva351,Greymare,Greymare B,female,1,0,3.5,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/10/2011,3,9972.76,>16667,1662160,4.09,29,,,
Lva352,Kiandra,Kiandra D,female,1,0,4.36,35,3,40.13,6688,6690,3,184.77,>16667,30801.159,3,940.85,>16667,156839.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/10/2011,3,5575.14,>16667,929209,3.19,33,,,
Lva353,Eucumbene,Eucumbene C,male,0,1,2.69,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,0,0,0,0,2.71,Survivor,,,
Lva354,Kiandra,Kiandra A,female,1,0,4.73,35.1,3,24.53,4088,4089,3,130.1,>16667,21687.67,3,17.46,2910.0582,2910.0582,3,20.06,3343.4002,3343.4002,3,362.94,>16667,60502.098,,,,,,,,,,,,,,,,,,,,,7/11/2011,3,884.82,>16667,147473,4.28,48,,,
Lva355,Kiandra,Kiandra D,male,1,0,3.06,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/10/2011,3,428.63,>16667,71440,2.49,33,,,
Lva356,Greymare,Greymare C,male,1,0,3.48,32.8,3,81.99,13665,13668,3,371.6,>16667,61945.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/10/2011,3,406.31,>16667,67720,3.94,25,,,
Lva357,Eucumbene,Eucumbene B,female,1,0,2.82,29.4,3,10.31,1718,1719,3,87.8,14634,14634,3,973.31,>16667,162250.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/10/2011,3,6861.8,>16667,1143656,2.74,36,,,
Lva358,Greymare,Greymare C,male,0,1,3.07,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/11/2011,3,1479.73,>16667,246627,3.03,43,,,
Lva359,Greymare,Greymare A,male,1,0,3.62,28.8,3,0.24,40,40,3,315.46,>16667,52587.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,1874.18,>16667,312370,2.5,30,,,
Lva360,Greymare,Greymare B,male,1,0,2.97,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/10/2011,3,34.71,5785,5785,3.01,24,,,
Lva361,Ogilvies,Ogilvies B,male,0,1,3.09,28.5,0,0,0,0,0,0,0,0,3,0.15,25.0005,25.0005,3,0.37,61.6679,61.6679,3,16.67,2778.3889,2778.3889,3,490.09,>16667,81698.003,3,2051.4,>16667,341906.838,,,,,,,,,,,,,19/11/2011,3,17255.87,>16667,2876036,3.21,60,,,
Lva362,Kiandra,Kiandra B,male,1,0,1.7,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/10/2011,3,1789.41,>16667,298241,1.46,35,,,
Lva363,Ogilvies,Ogilvies B,female,1,0,2.31,26.7,3,187.48,>16667,31253,3,250,>16667,41675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/10/2011,3,10147.93,>16667,1691355,1.87,28,,,
Lva364,Greymare,Greymare B,female,1,0,3.47,33.5,3,0.19,32,32,3,451.54,>16667,75271.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,1009.72,>16667,168290,3.02,30,,,
Lva365,Eucumbene,Eucumbene B,female,1,0,4.29,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/10/2011,3,302.61,>16667,50436,3.81,25,,,
Lva366,Greymare,Greymare D,male,1,0,3.88,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/10/2011,3,1975.17,>16667,329202,5.42,19,,,
Lva367,Ogilvies,Ogilvies B,male,1,0,3.17,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/10/2011,3,4189.25,>16667,698222,3.2,27,,,
Lva368,Kiandra,Kiandra B,female,1,0,5.25,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/11/2011,3,12897.4,>16667,2149610,3.95,42,,,
Lva369,Greymare,Greymare B,male,0,1,3.07,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,0,0,0,0,3.26,Survivor,,,
Lva370,Kiandra,Kiandra C,female,1,0,2.91,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/10/2011,3,4403.51,>16667,733933,2.8,41,,,
Lva371,Eucumbene,Eucumbene A,male,0,1,2.66,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,0,0,0,0,2.66,Survivor,,,
Lva372,Kiandra,Kiandra B,female,1,0,3.6,30.1,3,0.63,105,105,3,55.96,9327,9327,3,5.69,948.3523,948.3523,3,19.37,3228.3979,3228.3979,3,2.22,370.0074,370.0074,3,0.23,38.3341,38.3341,3,1.76,293.3392,293.3392,1,0.0033,<1,0.55011,0,0,0,0,0,0,0,0,Survivor,0,0,0,0,3.28,Survivor,,,
Lva374,Greymare,Greymare A,male,1,0,2.91,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/10/2011,3,17614.29,>16667,2935774,2.63,23,,,
Lva375,Greymare,Greymare B,male,1,0,3.02,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/10/2011,3,1307.41,>16667,217906,3.37,29,,,
Lva376,Eucumbene,Eucumbene D,female,1,0,4.84,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/10/2011,3,402.59,>16667,67100,3.76,31,,,
Lva378,Kiandra,Kiandra B,female,1,0,5.07,32.4,3,820,>16667,136694,3,145.44,>16667,24244.848,3,1840.21,>16667,306763.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/10/2011,3,3277.33,>16667,546233,4.1,33,,,
